Time,P_load,P_g1,P_g2,P_bess,Q_load,Q_g1,Q_g2,Q_bess,freq,volt,w_rotor,T_mech
26.6016,22.723727990567,2.1923183657762,2.192318365776,18.340982324381,3.5069690591097,3.3521709674666,3.3521709674669,-3.1981310776234,59.378452332517,1.0087275473598,0.99656235680961,0.16045277710972
26.6048,21.704710606845,2.1371845183756,2.1371845183757,17.432084787932,3.3966639456971,3.2623168061111,3.2623168061113,-3.1287181657126,59.440425571217,1.0100449311893,0.99528904584562,0.16067381713507
26.608,20.756711653325,2.1823731061862,2.1823731061865,16.393560075658,3.2566571625927,3.229069878103,3.2290698781035,-3.2022220045966,59.506570681608,1.0107951319724,0.99337909409003,0.1609990203477
26.6112,19.913925278145,2.2611236988424,2.2611236988424,15.393135332148,3.1656129400313,3.1980115962506,3.1980115962514,-3.2311408298858,59.561925747362,1.0106707276763,0.99023864554761,0.16152613855197
26.6144,19.172898869431,2.2994477837327,2.2994477837324,14.575347488351,3.1259527716186,3.2387740358743,3.2387740358751,-3.3523165358246,59.573345925187,1.0100172219208,0.9874964382023,0.16199110489762
26.6176,18.522642507306,2.2704449597541,2.2704449597537,13.983007786868,3.1395010549542,3.2777975950862,3.2777975950867,-3.4168060257139,59.580749312705,1.0086194795085,0.98495557131487,0.16242510020347
26.6208,17.940307005928,2.1058149579709,2.1058149579708,13.729880474872,3.1826490304169,3.3521692694173,3.3521692694176,-3.5223908337235,59.566288313977,1.0069180760419,0.98314705561804,0.16273905750914
26.624,17.4056047896,1.8208483914149,1.820848391415,13.765094733143,3.228373133173,3.4413285054227,3.4413285054233,-3.6549741818764,59.532452129728,1.0052471420645,0.98310215198636,0.16276054300772
26.6272,16.930992667667,1.4086637850465,1.4086637850465,14.114875974278,3.2242395197248,3.4878878526133,3.4878878526142,-3.752214125172,59.494602538176,1.0039021721827,0.98376934362784,0.16266276322499
26.6304,16.546035425451,0.93418722959275,0.93418722959248,14.678931377021,3.1836752840312,3.5439560092755,3.5439560092765,-3.9049025446982,59.431317582284,1.002961868638,0.9860724776085,0.16229373627549
26.6336,16.281223474648,0.45842185624889,0.45842185624851,15.365728153409,3.1768851298272,3.5401937178738,3.5401937178744,-3.9041562112488,59.393724890282,1.0024297793482,0.98909197335935,0.16180764611561
26.6368,16.13279032404,0.038725207800327,0.038725207800192,16.056769498281,3.2208435508582,3.5614016913966,3.561401691397,-3.9026019619348,59.364871223627,1.0026674736538,0.99219543884137,0.16130921466873
