Time (s), Pload_1 (MW), P_BESS (MW), P_g1 (MW), P_g2 (MW), Pload_2 (MW), P_g3 (MW), P_g4 (MW), Qload_1 (MVar), Q_BESS (MVar), Q_g1 (MVar), Q_g2 (MVar), Qload_2 (MVar), Q_g3 (MVar), Q_g4 (MVar), Vload_1 (p.u.), V_BESS (p.u.), V_g1 (p.u.), V_g2 (p.u.), Vload_2 (p.u.), V_g3 (p.u.), V_g4 (p.u.), f_poi_meas (Hz)
6.542000000000002,18.2278191429,-3.63909083694,10.0238342746,10.0238342746,18.2278188174,10.0238342746,10.0238342746,5.41999532002,-0.224331110606,2.76583249741,2.76583249741,5.41999534004,2.76583249741,2.76583249741,1.01317741557,1.01316262025,1.01317741557,1.01317741557,1.01317741557,1.01317741557,1.01317741557,59.4690221168
6.542999999999999,18.1658748217,-3.68756551867,10.0049802561,10.0049802561,18.1658746746,10.0049802561,10.0049802561,5.45473276117,-0.185688833139,2.77354134888,2.77354134888,5.45473280189,2.77354134888,2.77354134888,1.01343462275,1.01341985626,1.01343462275,1.01343462275,1.01343462275,1.01343462275,1.01343462275,59.4704892031
6.543999999999997,18.1564331685,-3.67689102504,9.99758989174,9.99758989174,18.156433272,9.99758989174,9.99758989174,5.32754421854,-0.237893781307,2.72299890046,2.72299890046,5.32754435985,2.72299890046,2.72299890046,1.0134637261,1.01344885717,1.0134637261,1.0134637261,1.0134637261,1.0134637261,1.0134637261,59.4717719299
6.545000000000002,18.2310904531,-3.64152175475,10.0260754771,10.0260754771,18.2310905809,10.0260754771,10.0260754771,5.4515480117,-0.146679272624,2.762197536,2.76219753599,5.45154818412,2.76219753599,2.76219753599,1.01319879464,1.01318393965,1.01319879464,1.01319879464,1.01319879464,1.01319879464,1.01319879464,59.4728934645
6.545999999999999,18.1495962764,-3.69694888188,9.99918457915,9.99918457915,18.1495963059,9.99918457915,9.99918457915,5.41324317448,-0.128569891822,2.73851851588,2.73851851588,5.41324329877,2.73851851588,2.73851851588,1.01353561035,1.01352070576,1.01353561035,1.01353561035,1.01353561035,1.01353561035,1.01353561035,59.4639879598
6.546999999999997,18.1814042974,-3.65282272705,10.0040559308,10.0040559308,18.1814042738,10.0040559308,10.0040559308,5.33841895347,-0.177554989033,2.71335315755,2.71335315755,5.33841902733,2.71335315755,2.71335315755,1.01339571485,1.01338073003,1.01339571485,1.01339571485,1.01339571485,1.01339571485,1.01339571485,59.4562015538
6.548000000000002,18.2276014906,-3.64817742933,10.0259926171,10.0259926171,18.227601411,10.0259926171,10.0259926171,5.4789129359,-0.11381694315,2.7676659844,2.7676659844,5.47891296809,2.7676659844,2.7676659844,1.01326417898,1.01324922478,1.01326417898,1.01326417898,1.01326417898,1.01326417898,1.01326417898,59.4493936164
6.5489999999999995,18.1348697308,-3.70173477482,9.99301527754,9.99301527754,18.1348695721,9.99301527754,9.99301527754,5.37431074691,-0.146887813118,2.72363347237,2.72363347237,5.37431074941,2.72363347237,2.72363347237,1.01350726685,1.01349223782,1.01350726685,1.01350726685,1.01350726685,1.01350726685,1.01350726685,59.4572569436
6.549999999999997,18.1988308412,-3.64980836959,10.0120131528,10.0120131528,18.1988304997,10.0120131528,10.0120131528,5.35476723705,-0.161126228978,2.71742171639,2.71742171639,5.35476717398,2.71742171639,2.71742171639,1.01327494197,1.01325985919,1.01327494197,1.01327494197,1.01327494197,1.01327494197,1.01327494197,59.4641321359
6.551000000000002,18.2112977877,-3.65181495306,10.0187477056,10.0187477056,18.2112972575,10.0187477056,10.0187477056,5.49025458975,-0.0692861246589,2.76220579731,2.76220579731,5.49025446691,2.76220579731,2.76220579731,1.01329629877,1.01328130748,1.01329629877,1.01329629877,1.01329629877,1.01329629877,1.01329629877,59.4639418453
