t|Main,Vload_2|Load_2,Qload_2|Load_2,Pload_2|Load_2
15.184,1.014666937,5.412359459,18.19788808
15.185,1.014463419,5.328199395,18.22242426
15.186,1.014303204,5.469934204,18.27933466
15.187,1.014615293,5.377673256,18.18373774
15.188,1.014374382,5.346576545,18.24117646
15.189,1.014348662,5.485965736,18.26273116
15.19,1.01454557,5.346950037,18.17652428
15.191,1.014257536,5.374620793,18.25924697
15.192,1.014341603,5.487985024,18.24061999
15.193,1.014458654,5.330162751,18.1806503
15.194,1.014144609,5.405168339,18.26839124
15.195,1.014445768,5.458016352,18.21387497
15.196,1.014373171,5.31969014,18.19258556
15.197,1.014095022,5.43712929,18.27517536
15.198,1.014454049,5.417429327,18.19202152
15.199,1.014324428,5.326041679,18.21158984
15.2,1.014108095,5.463536184,18.27058577
15.201,1.014413853,5.375543761,18.17526496
15.202,1.014151475,5.341565566,18.23247947
15.203,1.014132576,5.483797376,18.2575323
15.204,1.014353754,5.349512343,18.17089124
15.205,1.014054737,5.370239846,18.24926658
15.206,1.014134882,5.485478425,18.23657874
15.207,1.014271844,5.329703971,18.17497849
15.208,1.01397015,5.403349033,18.26409069
15.209,1.014217642,5.464356293,18.21270117
15.21,1.014177018,5.325327139,18.18696182
15.211,1.013859343,5.436358741,18.26840015
15.212,1.014255069,5.42189683,18.18618694
15.213,1.014053571,5.327798992,18.20234819
15.214,1.013913616,5.46574545,18.26410737
15.215,1.014215164,5.384508379,18.17067533
15.216,1.014006059,5.343617307,18.22188916
15.217,1.013914687,5.484270354,18.25149748
15.218,1.014125694,5.353991288,18.16369225
15.219,1.013819948,5.370042637,18.24222165
15.22,1.013909894,5.489981346,18.23221917
15.221,1.014028243,5.33525423,18.16775351
15.222,1.013715344,5.402268107,18.25550665
15.223,1.013967054,5.469291915,18.20735391
15.224,1.013967472,5.326752423,18.17810735
15.225,1.013689155,5.437123704,18.26307801
15.226,1.01404239,5.431526624,18.18417826
15.227,1.013910205,5.329371557,18.19453026
15.228,1.013665102,5.463347437,18.25711067
