t|Main,AllBesses,All_LM_Power,all_Loads
0.52,24.22398418,36.568227536,60.792211720000005
0.521,24.22111082,36.942894024,61.16400484
0.522,23.906554,36.974349816,60.88090382
0.523,23.7338998,37.38320088,61.11710067999999
0.524,23.50216016,37.774357888,61.27651805
0.525,23.10450334,37.846690624,60.95119395
0.526,22.95946096,38.3098814,61.269342370000004
0.527,22.66115752,38.59052152,61.25167903
0.528,22.32214738,38.696315296,61.01846266999999
0.529,22.19924116,39.173482368,61.37272353
0.53,21.90614094,39.288216384,61.19435732
0.531,21.72211832,39.423304672,61.14542299
0.532,21.69840936,39.796983088,61.49539245
0.533,21.4367292,39.783906544,61.22063575999999
0.534,21.37849588,39.982205496,61.36070139
0.535,21.33530166,40.289186584,61.62448824
0.536,21.0724661,40.229361751999996,61.30182785
0.537,21.04960404,40.557624752,61.6072288
0.538,20.89108258,40.819207728,61.7102903
0.539,20.59612824,40.869515688,61.46564392
0.54,20.48995448,41.34333006399999,61.833284549999995
0.541,20.19791318,41.568681584,61.766594760000004
0.542,19.88822229,41.746408264,61.634630550000004
0.543,19.72645874,42.28610312,62.01256187
0.544,19.265159886,42.503219776,61.76837965
0.545,18.902084956,42.87255235999999,61.774637320000004
0.546,18.56694682,43.48432098400001,62.05126781
0.547,18.0098086,43.674788944,61.68459755000001
0.548,17.674105452,44.186064976000004,61.86017042
0.549,17.262682794,44.73657024800001,61.99925304
0.55,16.682883332,44.972120248,61.65500358
0.551,16.342136258,45.58226946399999,61.924405709999995
0.552,15.882053972,46.02887784,61.91093181
0.553,15.39102097,46.258936399999996,61.64995737999999
0.554,15.146816324,46.855699072,62.00251539999999
0.555,14.651795844,47.146597144,61.798392989999996
0.556,14.265164344,47.432942032,61.69810638
